END_REASON_ID,END_REASON_DESCRIPTION,END_REASON_DESCRIPTION CLEAR
4,"ХАА нэгдэл тарж,мал хувьчлагдсан",халагдсан
8,ХАА-д ажиллах болсон тул,хөдөө орон нутаг руу шилжин ажиллахаар болсон
6,ХБНГУлс явахаар,мэргэжил дээшлүүлэхээр
11,ХУВИЙН,өөрийн хүсэлтээр
9,ХУД15-р сургуульд ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
4,ХХК-н дампуурсан,халагдсан
9,Хан-Уул дүүргийн 73-р цэцэрлэг шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
8,Ханбогд суманд шилжиж ирсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
3,Харшлын улмаас /бензиний/,эрүүл мэндийн улмаас
5,Хаяг шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хаягаас үүсэлтэй,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хаягийн өөрчлөлт,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
14,Хилийн цэргийн ангид ажиллахаар,хот суурин газар руу шилжин ажиллахаар болсон
6,Ховд Багшийн дээд сургууль оюутан,мэргэжил дээшлүүлэхээр
14,"Ховд аймаг руу шилжин ирсэн
.",хот суурин газар руу шилжин ажиллахаар болсон
8,Ховд аймаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
14,Ховд аймгаас Говь-Алтай аймагруу шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,Ховд сумд нүүж ирсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,Ховдод шилжиж ирсэн,хот суурин газар руу шилжин ажиллахаар болсон
4,Хоршоо болон өөрчлөдсөн,халагдсан
11,Хоршоололын гишүүн болохоор,өөрийн хүсэлтээр
5,Хот орж амьдрах болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хот руу гэр бүлээрээ шилжин суусан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хот руу шилжиж ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хот руу шилжих,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хот руу шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хот шилжих,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хот шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотлуу шилжих болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,Хотод ажиллах хүсэлтэй,өөрийн хүсэлтээр
5,Хотод шилжиж ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотод шилжиж ирсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу нүүсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу орж ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу шилжиж ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу шилжин суррьшсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу шилжих болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу шилжихээр,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хотруу шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,Хувиараа,өөрийн хүсэлтээр
11,Хувиараа ажилласан,өөрийн хүсэлтээр
11,Хувиараа ажиллах болсон,өөрийн хүсэлтээр
11,Хувиараа бизнес хийх гээд,өөрийн хүсэлтээр
11,Хувиараа бизнэс хийсэн,өөрийн хүсэлтээр
11,Хувиараа наймаа хийсэн,өөрийн хүсэлтээр
11,Хувиараа наймаа хийхээр гарсан.,өөрийн хүсэлтээр
11,Хувиараа хөдөлмөр эрхлэхээр,өөрийн хүсэлтээр
11,Хувиараа хөдөлмөр эрхэлсэн,өөрийн хүсэлтээр
11,Хувиараа юм хийх,өөрийн хүсэлтээр
11,Хувиараа үсчин хийж эхэлсэн,өөрийн хүсэлтээр
11,Хувийн,өөрийн хүсэлтээр
11,Хувийн ажил хийхээр,өөрийн хүсэлтээр
11,Хувийн ажлаар,өөрийн хүсэлтээр
11,Хувийн асуудал,өөрийн хүсэлтээр
11,Хувийн асуудлаар,өөрийн хүсэлтээр
9,Хувийн байгууллага,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн байгууллагад ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн байгууллагад ажилд орсон.,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн байгууллагад ажиллахаар,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн байгууллагад шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
11,Хувийн бизнес эрхлэх,өөрийн хүсэлтээр
11,Хувийн бизнес эрхлэх зорилгоор,өөрийн хүсэлтээр
11,Хувийн бизнес эрхлэхээр,өөрийн хүсэлтээр
11,Хувийн бизнес эрхэлэх,өөрийн хүсэлтээр
11,Хувийн бизнес эхлүүлсэн,өөрийн хүсэлтээр
9,Хувийн компанид орсон,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн компанид шилжив.,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн сургуульд ажиллах,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн сургуульд шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн хэвшилд ажиллахаар,нутаг дотроо шилжин ажиллахаар болсон
11,Хувийн хүсэлтээр,өөрийн хүсэлтээр
9,Хувийн цэцэрлэгт ажиллахаар,нутаг дотроо шилжин ажиллахаар болсон
9,Хувийн цэцэрлэгт бүлгийн баншаар орсон,нутаг дотроо шилжин ажиллахаар болсон
11,Хувийн шалтгаан,өөрийн хүсэлтээр
11,Хувийн шалтгаанаар,өөрийн хүсэлтээр
11,Хувийн шалтгааны улмаас,өөрийн хүсэлтээр
11,Хувтийн шалтгаан,өөрийн хүсэлтээр
11,Хувьд гарсан,өөрийн хүсэлтээр
11,Хувьд шилжсэн,өөрийн хүсэлтээр
9,Худ -ийн 121-р цэцэрлэгт туслах багш,нутаг дотроо шилжин ажиллахаар болсон
11,Хуьийн бизнес эрхлэх болсон.,өөрийн хүсэлтээр
6,Хэл судлаач ДС-д  сурахаар,мэргэжил дээшлүүлэхээр
6,Хэлний бэлтгэлд явсан,мэргэжил дээшлүүлэхээр
6,Хэлний чиглэлээр сурахаар болсон,мэргэжил дээшлүүлэхээр
8,Хэнтий аймаг шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хэнтий аймгийн Жаргалтхаан суманд шилжиж ирсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хэнтий аймгийн Хан Хэнтий сургууль руу багшаар шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
14,Хэнтий аймгийн төв шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
8,Хэнтийн Бор-Өндөр сум шилжсэн тул,хөдөө орон нутаг руу шилжин ажиллахаар болсон
6,Хятадруу сургуульд явах болсон,мэргэжил дээшлүүлэхээр
14,Хүн эмнэлэгт орсон,хот суурин газар руу шилжин ажиллахаар болсон
10,Хүний орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Хүний орон тоон дээр ажиллаж байсан  хүн нь ирсэн,хүний оронд түр ажиллаж байсан
10,Хүний оронд,хүний оронд түр ажиллаж байсан
10,Хүний оронд  түр,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажиллаж байсан дикрэттэй,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажиллаж байсан учир гарсан.,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажиллаж байсан.,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажилласан,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажилласан тул гарсан.,хүний оронд түр ажиллаж байсан
10,Хүний оронд ажилласан.,хүний оронд түр ажиллаж байсан
10,Хүний оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Хүний оронд түр ажилласан,хүний оронд түр ажиллаж байсан
10,Хүний оронд түр ажилсан,хүний оронд түр ажиллаж байсан
10,Хүний оронд түр орон тоонд,хүний оронд түр ажиллаж байсан
11,Хүсэлтээр,өөрийн хүсэлтээр
11,"Хүү охин 2 маань сургууль, цэцэрлэгт элсэн орсонтой холбоотой гэрийн даалгавар хийлгэх, хичээл сургуульд нь зөөх, эрүүл аюулгүй байдлыг нь харж хамгаалах хүнгүй болсон учир ажлаасаа гарсан.",өөрийн хүсэлтээр
5,Хүү хот руу сургуульд орсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдийн цэцэрлэгт орсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
12,Хүүхдээ асарсан,жирэмсний амралт
5,Хүүхдээ асрах чөлөө хүссэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
12,Хүүхдээ төрүүлэхээр,жирэмсний амралт
5,Хүүхдээ харах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдээ харах  шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдээ харах болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдээ харах шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд  харах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд  өвдсөн тул чөлөө авсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд асран хамгаалах зорилгоор,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд асрах болсон тул,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд асрах чөлөө,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
0,Хүүхэд асрах чөлөө дууссан,ажиллаж байгаа
10,Хүүхэд асрах чөлөөний оронд түр ажилласан,хүний оронд түр ажиллаж байсан
5,Хүүхэд асрах чөлөөтэй,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
9,Хүүхэд асрах чөлөөтэй байж байгаад чөлөө дуусаагүй байхад төрийн байгууллагад ажилд орсон.,нутаг дотроо шилжин ажиллахаар болсон
5,Хүүхэд нялх байсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд сургуульд ороод төвд суурьшсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд сургуульд орсон учраас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
12,Хүүхэд төрүүлсний амралт,жирэмсний амралт
12,Хүүхэд төрүүлсэн,жирэмсний амралт
10,Хүүхэд төрүүлсэн багшийн оронд ажилласан,хүний оронд түр ажиллаж байсан
5,Хүүхэд харах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд харах хүнгүй,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд харах хүнгүй улмаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд ээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,Хөвсгөл .Цэцэрлэг сумын сургуульд шилжин ажиллахаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөвсгөл аймаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөвсгөл аймаг шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөвсгөл аймагтаа ажиллах хүсэлтээр,хөдөө орон нутаг руу шилжин ажиллахаар болсон
3,Хөдөлмөрийн   чадвар алдсан,эрүүл мэндийн улмаас
15,Хөдөлмөрийн гэрээний хугацаа дууссан,гэрээний хугацаа дууссан
8,Хөдөө ажиллахаар явсан,хөдөө орон нутаг руу шилжин ажиллахаар болсон
11,Хөдөө гарсан,өөрийн хүсэлтээр
11,Хөдөө гэрлүүгээ явах,өөрийн хүсэлтээр
11,Хөдөө мал дээр гарахаар,өөрийн хүсэлтээр
11,Хөдөө мал маллана гэж,өөрийн хүсэлтээр
8,Хөдөө нутгийн захиргааны байгууллагад ажиллахаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөдөө орон нутаг руу шилжих болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөдөө орон нутаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөдөө орон нутаг шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөдөө орон нутагаас шилжүүлэг хийлгүүлэх,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөдөө орон нутагруу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
11,Хөдөө орон нутагт аав ээж дээрээ шилжиж ирсэн,өөрийн хүсэлтээр
8,Хөдөө орон нутагт ажиллаж амьдрах,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Хөдөө орон нутагт шилжин суурьших шалтгааны улмаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,Хөдөө суманд ажиллах хүсэлтэй байсан,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Хөдөө шилжин явсан,хөдөө орон нутаг руу шилжин ажиллахаар болсон
11,Хөдөө явах болсон тул чөлөөлөв.,өөрийн хүсэлтээр
11,Хөдөөө явсан,өөрийн хүсэлтээр
9,ЦЭЦЭРЛЭГИЙН БАГШ,нутаг дотроо шилжин ажиллахаар болсон
8,Цагаандэлгэр сум руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
11,Цаггүй болсон,өөрийн хүсэлтээр
9,Цагдаагийн академийн захиалгаар тус сургуулийн нийгмийн ухааны тэнхимд сэтгэл судлалын багшаар ажиллахаар болсон,нутаг дотроо шилжин ажиллахаар болсон
10,Цагийн багш,хүний оронд түр ажиллаж байсан
10,Цагийн багшаар ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Цагын Багш,хүний оронд түр ажиллаж байсан
11,Цалин бага,өөрийн хүсэлтээр
11,Цалин тохиролцоогүй,өөрийн хүсэлтээр
11,Цалин хөлс амьдралд хүрэлцэхгүй болсон,өөрийн хүсэлтээр
11,Цалин хөлс өгдөггүй шалтгаанаар,өөрийн хүсэлтээр
4,Цар тахлын үед эрхэлж байсан сэтгүүлийн борлуулалт унасан,халагдсан
13,ЦогтОвоо сумын сургуулийн захирлаар дэвшсэн,дэвшин ажиллахаар
4,Цомтгол,халагдсан
4,Цомтгол хийгдэж байсан тул өөр ажил олж гарсан.,халагдсан
4,Цомхотгол явагдсан.,халагдсан
4,Цомхотголд орж албан тушаал байхгүй болсон,халагдсан
4,Цомхотголд орсон,халагдсан
4,Цомхотголоор гарсан,халагдсан
11,Цэргийн албанд татагдсан,өөрийн хүсэлтээр
11,Цэрэгт мордсон,өөрийн хүсэлтээр
4,Цэцэрлэгийн байр актлагдсан,халагдсан
2,Цэцэрлэгийн мэргэжлийн багш биш гэсэн үндэслэлээр,багшлах эрхгүй
13,Цэцэрлэгийн туслах багшаас Бүлгийн багш болж өөрчилөгдсөн,дэвшин ажиллахаар
9,Цэцэрлэгийн эмчээр ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
11,Цэцэрлэгт ажилд орохоор өөрийн хүсэлтээр,өөрийн хүсэлтээр
9,"Цэцэрлэгт ажилд орсон
",нутаг дотроо шилжин ажиллахаар болсон
9,Цэцэрлэгт галчаар ажиллах хүсэлтийн дагуу,нутаг дотроо шилжин ажиллахаар болсон
9,ЧД рүү шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
0,Чөлөө авсан,ажиллаж байгаа
10,Чөлөө авсан багшийн оронд,хүний оронд түр ажиллаж байсан
10,Чөлөө авсан багшийн оронд ажилласан,хүний оронд түр ажиллаж байсан
4,Чөлөөлөгдсөн,халагдсан
10,Чөлөөтэй багшийн оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Чөлөөтэй хүний орон ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Чөлөөтэй хүний орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
9,ШГХК -руу шилүүлсэн.,нутаг дотроо шилжин ажиллахаар болсон
9,ШИЛЖИВ,нутаг дотроо шилжин ажиллахаар болсон
5,ШИЛЖИЛТ ХӨДӨЛГӨӨН,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ШИЛЖИЛТ ХӨДӨЛГӨӨН ХИЙСЭН,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ШИЛЖИХ ХӨДӨЛГӨӨН ХИЙСЭН,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
14,ШИЛЖСЭН,хот суурин газар руу шилжин ажиллахаар болсон
14,ШИлжсэн,хот суурин газар руу шилжин ажиллахаар болсон
13,Шавь цогцолбор сургуульд сургалтын менежерээр ажиллах болсон.,дэвшин ажиллахаар
7,Швед улсад ажиллахаар гэр бүлийн хамт явсан,гадаад улс руу шилжин ажиллахаар болсон
8,Шивээговь сум руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Шилжиж нүүсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжиж суурьших,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжиж явсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт хийсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт хөдөлгөөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,"Шилжилт хөдөлгөөн 
","ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,Шилжилт хөдөлгөөн хийгдсэн учир өөрийн хүсэлтээр,өөрийн хүсэлтээр
5,Шилжилт хөдөлгөөн хийсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт хөдөлгөөн хийх шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,"Шилжилт хөдөлгөөн, ар гэрийн байдлаас болж өөрийн хүсэлтээр ажлаасаа чөлөөлөгдсөн","ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт хөдөлгөөний улмаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт хөдөлгөөнтэй холбоотойгоор,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжилт хөдөлгөөнөөр,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
14,Шилжин ажилласан,хот суурин газар руу шилжин ажиллахаар болсон
14,Шилжин ажиллах болсон,хот суурин газар руу шилжин ажиллахаар болсон
14,Шилжин ажиллахаар,хот суурин газар руу шилжин ажиллахаар болсон
14,Шилжин ажиллсан,хот суурин газар руу шилжин ажиллахаар болсон
5,Шилжин нүүх,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжин суурьшсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжин явсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжин явсан.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжих,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжих   болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжих болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжих болсон.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжих болсонтой холбогдуулан ажлаас чөлөөлөгдсөн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжих хөдөлгөөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилжсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилршлт хөдөлгөөн хийсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Шилэжилт хөдөлгөөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,Шинэ ажилд орсон,өөрийн хүсэлтээр
11,Шинэ ажлын санал авсан.,өөрийн хүсэлтээр
11,Шинэ ажлын санал хүлээж авсан,өөрийн хүсэлтээр
11,Шинэ сургууль байгуулагдсан,өөрийн хүсэлтээр
14,Шинэ цэцэрлэгт арга зүйч багшаар ажиллах болсон,хот суурин газар руу шилжин ажиллахаар болсон
14,Шинэ цэцэрлэгт багшаар орох болсон тул гарсан.,хот суурин газар руу шилжин ажиллахаар болсон
14,Шинэ цэцэрлэгт шилжин орсон,хот суурин газар руу шилжин ажиллахаар болсон
8,Шинэ үеийн элгээлтийн эзэн Хөдөө ажиллахаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
11,Шинээр байгууллагатай болсон,өөрийн хүсэлтээр
14,Шинээр цэцэрлэг үүсгэн байгуулсан,хот суурин газар руу шилжин ажиллахаар болсон
4,Шүүхийн шийдвэрээр,халагдсан
3,ЭРҮҮЛ МЭНД,эрүүл мэндийн улмаас
3,Эмнэлэгийн хяналтанд эмчилгээ хийлгэх шаардлагатай болсон,эрүүл мэндийн улмаас
5,Эмнэлэгт хүн сахих,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
3,Эмчилгээ хийлгэх шаардлага гарсан,эрүүл мэндийн улмаас
3,Эмчилгээ хийлгэх шаардлагатай,эрүүл мэндийн улмаас
3,Эмчилгээнд явах,эрүүл мэндийн улмаас
3,Эмчлүүлэх зорилгоор,эрүүл мэндийн улмаас
8,Эрдэнэ сумд багшлахаар болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
13,Эрдэнэт концерн ХХК-нд нягтлан бодогчоор ажиллих,дэвшин ажиллахаар
8,Эрдэнэт хот руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Эрдэнэт хотод гэр бүлээрээ шилжих,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
13,Эрхлэгчийн сонголтоор,дэвшин ажиллахаар
13,Эрхлэгчээр ажиллах,дэвшин ажиллахаар
3,Эрүүл мэнд,эрүүл мэндийн улмаас
3,Эрүүл мэнд ар гэрийн шалтгаан,эрүүл мэндийн улмаас
3,Эрүүл мэндийн байдлаар,эрүүл мэндийн улмаас
3,Эрүүл мэндийн байдлаас,эрүүл мэндийн улмаас
3,Эрүүл мэндийн байдлаас шалтгаалсан. эмчилгээ хийлгэхээр 1 жилийн чөлөө авсан,эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалгаанаар,эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалтгаан,эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалтгаанаар,эрүүл мэндийн улмаас
3,"Эрүүл мэндийн шалтгаанаар

",эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалтгаанаар /Удаан хугацаанд эмчилгээ хийлгэх  шаардлагатай/,эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалтгаанаар ажлаас чөлөөлсөн,эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалтгаанаар өөрийн хүсэлтээр,эрүүл мэндийн улмаас
3,Эрүүл мэндийн шалтгаанаар өөрийн хүсэлтээр ажлаас чөлөөлөгдсөн.,эрүүл мэндийн улмаас
5,Ээжийгээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ээжийгээ асрах гээд,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ээжийгээ асрах зорилгоор,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
10,Ээлжийн бүлгийн багшаар түр томилогдон ажиллсан.,хүний оронд түр ажиллаж байсан
6,Япон руу сурахаар явсан,мэргэжил дээшлүүлэхээр
7,Япон улс руу гэр бүлийн хүн ажлаар явсан,гадаад улс руу шилжин ажиллахаар болсон
7,Япон улс руу гэр бүлтэйгээ ажиллахаар явсан,гадаад улс руу шилжин ажиллахаар болсон
7,Япон улс руу явах болсон,гадаад улс руу шилжин ажиллахаар болсон
7,Япон улсад ажиллаж амьдрахаар явсан,гадаад улс руу шилжин ажиллахаар болсон
7,Япон явсан,гадаад улс руу шилжин ажиллахаар болсон
5,аавыгаа  асрахаар гарсан.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,аарийн хүсэлт,өөрийн хүсэлтээр
5,ажил гэр зайтай,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ажил гэр холдсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,ажил сольсон,өөрийн хүсэлтээр
10,ажил сэлгэсэн,хүний оронд түр ажиллаж байсан
14,ажил өөр компанид шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
11,ажил өөрчилсөн,өөрийн хүсэлтээр
1,ажилгүйдлийн тэтгэмж,тэтгэвэрт гарсан
11,ажилд орох,өөрийн хүсэлтээр
0,ажилд орсон,ажиллаж байгаа
0,ажиллаж байгаа,ажиллаж байгаа
1,"ажилласан жил, тэтгэвэрийн даатгалын шимтгэл нөхөн тооцох",тэтгэвэрт гарсан
11,ажиллах боломжгүй болсон,өөрийн хүсэлтээр
11,ажилтаны хүсэлтээр,өөрийн хүсэлтээр
11,ажилтны хүсэлтээр,өөрийн хүсэлтээр
11,ажилын байраа сольсон,өөрийн хүсэлтээр
11,ажлаа  сольсон,өөрийн хүсэлтээр
11,ажлаа солисон,өөрийн хүсэлтээр
11,ажлаа солих,өөрийн хүсэлтээр
11,ажлаа солих гээд,өөрийн хүсэлтээр
11,ажлаа солих шаардлага,өөрийн хүсэлтээр
11,ажлаа солихоор,өөрийн хүсэлтээр
11,ажлаа сольсон,өөрийн хүсэлтээр
11,ажлаа өөрчилсөн,өөрийн хүсэлтээр
11,ажлаа өөрчлөх,өөрийн хүсэлтээр
11,ажлаас гарсан,өөрийн хүсэлтээр
11,ажлаас чөлөөлсөн,өөрийн хүсэлтээр
11,ажлын  байр  өөрчлөх,өөрийн хүсэлтээр
5,ажлын байр  гэрээс хол,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,ажлын байр солигдсон,өөрийн хүсэлтээр
11,ажлын байр сольсон,өөрийн хүсэлтээр
4,ажлын байр үгүй болсон,халагдсан
11,ажлын байр өөрчлөгдсөн,өөрийн хүсэлтээр
11,ажлын байраа солих,өөрийн хүсэлтээр
11,ажлын байраа сольсон,өөрийн хүсэлтээр
11,ажлын нөхцөл,өөрийн хүсэлтээр
11,ажлын нөхцөл хүнд,өөрийн хүсэлтээр
11,ажлын нөхцөл өөрчлөх,өөрийн хүсэлтээр
15,ажлын хугацаа дуусгавар болсон,гэрээний хугацаа дууссан
11,"ажлын цаг, ачаалал ихтэй улмаас өөрийн хүсэлтээр чөлөөлөгдсөн.",өөрийн хүсэлтээр
